timestamp,LinearAccelerometerSensor
1587389419475,1.07319314721401
1587389419535,1.1863068559565704
1587389419593,1.3437790534848562
1587389419651,1.808190978580734
1587389419709,1.6998625138729768
1587389419769,2.828851764515601
1587389419827,1.359497284047878
1587389419886,1.817017811194015
1587389419945,1.2139696122503079
1587389420004,1.429672991569571
1587389420062,1.0645431060556325
1587389420124,0.8529418133816459
1587389420180,0.845072098991137
1587389420238,2.290707774832961
1587389420297,2.051086635558372
1587389420356,2.8784431074628505
1587389420414,1.872725569580327
1587389420474,2.194056249907643
1587389420557,2.5466688575868353
1587389420590,1.9663761905014008
1587389420651,0.9502935094168351
1587389420707,0.3656461505804112
1587389420768,1.2977776201366376
1587389420824,2.122394647578433
1587389420884,0.5905294664009493
1587389420943,2.096511841209009
1587389421001,1.45520068170952
1587389421061,1.9178550670984984
1587389421118,1.2880007445972967
1587389421178,0.6037167704660485
1587389421235,1.3888462992601989
1587389421294,1.9825970952813428
1587389421353,2.6156073967308258
1587389421411,2.0670010552553566
1587389421470,1.380483487130966
1587389421529,1.5197109714321615
1587389421588,2.156745521994439
1587389421647,2.556911049129238
1587389421705,1.5639678164241575
1587389421764,1.3338434415795946
1587389421823,0.6946124935798801
1587389421888,1.0025313644069036
1587389421939,1.4124167122380702
1587389422000,3.084498898260322
1587389422058,3.4617183312527957
1587389422118,3.3978342507426724
1587389422174,2.1274642120112555
1587389422235,0.6690252325947428
1587389422291,2.612065829471274
1587389422353,3.6527139894228497
1587389422441,3.42502591756774
1587389422471,3.143135395984824
1587389422527,3.7533922746636654
1587389422587,1.9754203542200073
1587389422643,2.576098483690901
1587389422702,2.874970643266814
1587389422761,1.2416790575437555
1587389422820,0.9243890136316795
1587389422879,0.8679547738805019
1587389422937,1.0653585800092515
1587389422996,1.9070519808369504
1587389423056,5.4074518708985275
1587389423113,3.048459311152591
1587389423172,3.175697015862826
1587389423236,3.0185166168033546
1587389423289,2.0793526830642284
1587389423349,2.3894615583534455
1587389423407,2.8019676515507657
1587389423485,3.9924082237783463
1587389423523,4.953368557017084
1587389423585,2.279932869876611
1587389423642,2.6996354528091318
1587389423702,2.7337624872007042
1587389423759,2.9540127827568585
1587389423817,1.8073847707316382
1587389423884,1.0502961467728535
1587389423935,1.2650439494493426
1587389423994,1.7731333064199701
1587389424051,2.2732130641204082
1587389424110,2.6959379935449297
1587389424169,3.2743696465169063
1587389424229,2.2537909466688832
1587389424286,0.8329502814797749
1587389424345,1.1183410237972193
1587389424404,2.2521533198837567
1587389424466,2.9241567260132575
1587389424521,3.2945826366561
1587389424584,4.361836056615384
1587389424639,1.7962058770289502
1587389424702,1.7285536250016156
1587389424756,2.6060837873337848
1587389424815,1.6401024849201526
1587389424874,1.1807168171016218
1587389424932,0.8355642893841447
1587389424991,1.0923771553022654
1587389425050,2.175751225317411
1587389425108,1.982438231151738
1587389425166,2.8968178884396893
1587389425225,2.431008326426361
1587389425286,1.9041400551414585
1587389425343,0.6851247808521841
1587389425401,1.0502174311261914
1587389425465,1.8893232041053545
1587389425519,2.5443925050804697
1587389425577,1.4688575380605533
1587389425636,2.115819284823899
1587389425696,1.5365779593068052
1587389425754,2.502904158814406
1587389425812,2.2565620946203633
1587389425872,1.931874630353208
1587389425932,0.7449446212104287
1587389425989,0.5597132155806243
1587389426049,1.5635889454944392
1587389426105,1.549140965927589
1587389426169,2.4482581583543697
1587389426222,2.1208432999871976
1587389426282,2.0179227994323754
1587389426341,1.9094877418909724
1587389426400,0.9087466346646926
1587389426457,1.1460672428781673
1587389426516,1.4091880200642635
1587389426574,1.817883684359098
1587389426637,2.1022626993750895
1587389426692,3.978886552840935
1587389426750,1.4095680087740545
1587389426809,1.0330310815306214
1587389426870,1.3510813656015799
1587389426926,1.9954548688624838
1587389426986,1.8857879554097685
1587389427043,1.0775617703922709
1587389427104,0.9687896535817853
1587389427162,2.258189555960304
1587389427220,2.042309277149941
1587389427280,1.8224420492746751
1587389427338,2.284138248976141
1587389427397,1.854807075174546
1587389427455,2.078975990843018
1587389427515,1.3573647027359745
1587389427573,1.9339929650227077
1587389427631,2.539789559364983
1587389427689,3.3098522616604136
1587389427748,1.7434383400947338
1587389427807,3.1209360782294997
1587389427866,1.34379528767764
1587389427924,1.61180161426301
1587389427983,2.164931580693596
1587389428047,2.1822328643038653
1587389428099,1.7850336412524084
1587389428159,0.6104702765409327
1587389428218,1.3838104698662803
1587389428276,2.076746203561318
1587389428335,3.5481169958597185
1587389428393,1.5914574384064681
1587389428452,1.4836149980531068
1587389428510,1.9810602933632666
1587389428569,0.8552387572873438
1587389428639,1.9075159965634327
1587389428687,1.0516135170791543
1587389428749,2.629044550393797
1587389428804,2.191008016539428
1587389428862,1.0913884417447006
1587389428921,2.5577351068475673
1587389428981,4.609120507407746
1587389429039,3.308433195539935
1587389429097,2.585885776336708
1587389429157,0.5852125133158249
1587389429214,1.6553787963104674
1587389429274,2.911337388767463
1587389429333,2.7130474048020474
1587389429391,0.5672916463860564
1587389429449,2.154463982001939
1587389429507,6.314041402734798
1587389429567,1.0705203668936631
1587389429626,2.3604818615126604
1587389429684,2.664320231301387
1587389429743,3.3052721160271097
1587389429802,1.189373295552751
1587389429861,3.434486594222425
1587389429919,3.3972043661204707
1587389429978,2.976196907399813
1587389430036,1.33086700123762
1587389430096,1.5571897679633355
1587389430165,2.700311243696862
1587389430217,1.738190380678783
1587389430271,0.6682039705572417
1587389430332,0.44232285116367215
1587389430389,2.123397896392433
1587389430448,1.9106197613914782
1587389430506,4.49518242555989
1587389430572,1.9466947371057173
1587389430623,3.40566451614201
1587389430681,1.8357123054209572
1587389430741,1.810961234568297
1587389430799,2.312413394440343
1587389430858,3.0594376804060066
1587389430919,2.812709546230303
1587389430976,3.334895594390967
1587389431037,1.4079200576526139
1587389431096,1.686604721504948
1587389431152,2.8725530743323016
1587389431209,2.1016155931083804
1587389431268,1.7393477350771658
1587389431333,0.5738193394434397
1587389431386,1.413681063130717
1587389431447,1.9321440223023494
1587389431503,4.570528256792925
1587389431565,2.0344431500951896
1587389431620,2.8765384041078987
1587389431681,2.503813314870471
1587389431738,0.8990273239578817
1587389431797,2.3239901903112856
1587389431855,2.768187203482483
1587389431915,3.412003863253089
1587389431973,4.050488364833597
1587389432034,1.1429280063253426
1587389432090,1.2381278343110473
1587389432149,1.9197634129990206
1587389432207,2.516973667072197
1587389432273,1.764143735976551
1587389432325,0.800294085927187
1587389432384,0.9329792697909476
1587389432441,2.617149421073264
1587389432500,2.303628348389749
1587389432565,4.154363218279024
1587389432619,3.48772758370262
1587389432677,3.02178436743005
1587389432736,1.524866773695575
1587389432815,1.8092778603102166
1587389432852,2.4182964836203253
1587389432914,2.5804288800422412
1587389432970,3.06224853105998
1587389433030,3.524473862578017
1587389433088,1.2730323287352872
1587389433146,1.5834254020558507
1587389433204,2.978107041648045
1587389433264,2.582952614899358
1587389433322,1.6319910931063673
1587389433381,0.8048441836208389
1587389433439,0.7685828003837224
1587389433503,2.580732841501914
1587389433556,3.455618531967405
1587389433618,3.529454542817064
1587389433674,4.1937996464845
1587389433733,3.279395460381576
1587389433792,1.7717924848985127
1587389433851,2.0867189236679775
1587389433908,3.1864537036500895
1587389433968,4.812332150393196
1587389434026,9.001693142467829
1587389434086,4.230897045205532
1587389434147,1.9096742735729149
1587389434202,4.61717469395961
1587389434265,4.247567546592545
1587389434319,3.496913366303298
1587389434382,2.439132143989892
1587389434437,2.0179161829937673
1587389434497,0.8342269437494336
1587389434554,3.5272604762457163
1587389434614,3.0759162530201083
1587389434671,2.178419612624481
1587389434731,2.0536508011731645
1587389434799,1.8327155228216825
1587389434849,2.0881819062412803
1587389434906,3.572280975525725
1587389434965,3.924995670194728
1587389435023,3.82652753858378
1587389435082,5.204620054890797
1587389435142,0.876596424989854
1587389435203,1.3984810593283596
1587389435258,3.1199773479519686
1587389435319,3.128911888698493
1587389435384,3.512692190322146
1587389435435,2.433341366828652
1587389435493,1.3223616820116475
1587389435551,3.32185769422012
1587389435609,7.209203972542642
1587389435668,1.7117084873715342
1587389435728,1.5171739980330592
1587389435787,2.357077079532233
1587389435851,1.661933647575646
1587389435904,2.328532343309908
1587389435962,2.1715087581829446
1587389436022,3.5580472725466645
1587389436080,4.479989169993253
1587389436138,0.8710727774657036
1587389436197,1.0813145105598905
