timestamp,LinearAccelerometerSensor
1587383478624,1.919818056545791
1587383478670,1.5120415552372906
1587383478730,0.9563513072585043
1587383478787,0.2726908844863028
1587383478846,1.1253233550866248
1587383478905,1.3518485058830654
1587383478963,2.095248469000893
1587383479022,1.4073456628446983
1587383479082,1.6346426750079894
1587383479141,0.8260202110810485
1587383479201,1.9404381654397709
1587383479257,1.476139229955833
1587383479315,1.7728380711037826
1587383479374,2.355852339399936
1587383479434,1.141220459905666
1587383479493,0.8665286473878255
1587383479551,2.9079752077622603
1587383479610,2.2123110113948528
1587383479668,2.059533963124588
1587383479746,1.394778275182176
1587383479785,4.632631964165217
1587383479850,9.554233144092711
1587383479902,2.1634345400177124
1587383479964,1.467161821459552
1587383480022,1.044491574112364
1587383480083,2.4135964940714194
1587383480137,5.9607823102955555
1587383480199,8.89838519930855
1587383480254,2.6849154087146068
1587383480314,2.3760255306041054
1587383480372,1.7365176737836316
1587383480447,2.135821110331606
1587383480490,2.7804310482306236
1587383480549,0.7525094092531713
1587383480607,0.7886790864264277
1587383480665,0.352445225365955
1587383480724,1.019123448921295
1587383480782,1.3464255642974796
1587383480841,0.7291607084484991
1587383480900,1.697765281184931
1587383480959,0.7358590815205672
1587383481017,0.8515396815051289
1587383481076,0.8083942185573159
1587383481135,0.7792757265667941
1587383481194,0.9894879178007806
1587383481251,0.8414507727500944
1587383481312,0.8801836352673514
1587383481369,0.5546533009906733
1587383481430,0.7469984231904123
1587383481496,0.8500267319122161
1587383481549,1.8585775893391894
1587383481604,1.1099469496963073
1587383481668,1.0062445338319908
1587383481722,1.284808543744783
1587383481781,1.1571980275688147
1587383481841,2.1598421113270794
1587383481899,2.4947780430898954
1587383481966,2.681674231911138
1587383482016,1.667007776957348
1587383482073,0.6722126932712329
1587383482131,1.0124101669584757
1587383482198,1.6742177930322744
1587383482250,2.058813325872702
1587383482309,1.3684607979759318
1587383482367,0.786518907214243
1587383482426,1.6885405264145965
1587383482485,1.360272253919084
1587383482542,1.3711186159492859
1587383482602,1.3397904099059268
1587383482680,0.6261290366023061
1587383482719,0.859808275065295
1587383482782,0.7597996329024257
1587383482835,2.053306202317042
1587383482896,1.280836829580095
1587383482954,1.8783239782868202
1587383483032,1.5730328885354898
1587383483071,1.7167264643997764
1587383483131,0.9102807676086226
1587383483189,0.9692629409843151
1587383483248,1.7425228873765204
1587383483305,0.6752667977094955
1587383483366,0.9133353316036927
1587383483422,0.616839346894075
1587383483482,1.6261868177685428
1587383483540,0.3864208191231782
1587383483599,2.094383940875425
1587383483658,0.9699847750599563
1587383483716,2.1835018131780553
1587383483775,2.3240146066465974
1587383483833,2.188477651926882
1587383483892,4.019787719967142
1587383483951,2.0233804702086258
1587383484016,3.202506847746509
1587383484069,1.5344610994193055
1587383484148,4.202160579265808
1587383484185,1.7496202601822168
1587383484246,4.495763479873888
1587383484302,0.2956682827174961
1587383484363,2.527176959092568
1587383484420,0.8710748986911465
1587383484479,1.9534873321138086
1587383484537,1.35920056506432
1587383484597,1.9961162647985673
1587383484655,0.39410938710031695
1587383484714,0.9392083814800996
1587383484772,1.2636328194433173
1587383484830,0.5782429085167614
1587383484889,0.788852814866691
1587383484950,1.174024264028027
1587383485007,0.7341380041273959
1587383485068,0.7448355966341406
1587383485124,1.1484451812694865
1587383485183,2.7575859862934027
1587383485250,0.6400290252392082
1587383485318,1.2534554880468758
1587383485359,0.5622504528479747
1587383485418,0.6121707021327698
1587383485479,0.974423927904058
1587383485534,0.430820116760226
1587383485602,1.9267594211299037
1587383485653,1.1831001788566995
1587383485713,0.6572941012773197
1587383485769,0.4888357142438024
1587383485830,1.4722446503920164
1587383485887,1.4439255942039708
1587383485946,1.3323520486653073
1587383486005,2.5374537609378627
1587383486067,0.9975719180269899
1587383486122,2.445489164070639
1587383486181,2.4660452983683685
1587383486239,1.0999059463519198
1587383486299,0.6699827294472361
1587383486356,1.0488552324425575
