timestamp,DecibelSource
1587395404308,74.63026995266945
1587395404348,72.35711542890557
1587395404388,65.39240303418671
1587395404428,45.72854604839687
1587395404468,44.1868174650222
1587395404508,42.343861875426406
1587395404548,43.62116152348693
1587395404588,44.85164626730552
1587395404628,44.72015747346489
1587395404668,42.72817097326875
1587395404708,43.77026582177638
1587395404749,43.474876624362125
1587395404788,44.72355559665744
1587395404829,64.81055499159869
1587395404879,76.71164577245305
1587395404918,79.0987864912074
1587395404958,79.3232652092192
1587395404998,78.90767209081005
1587395405038,79.15481356954626
1587395405078,80.18745629047841
1587395405118,77.36482008244907
1587395405158,75.59035968283328
1587395405199,66.64084165254994
1587395405238,63.34743954862017
1587395405278,59.78932313754033
1587395405319,61.6443100174113
1587395405358,70.83051619128534
1587395405400,77.57906613134053
1587395405448,77.99703731235611
1587395405488,78.06438297821722
1587395405528,78.48090830453086
1587395405569,78.38492139221027
1587395405608,76.19843535018087
1587395405649,75.77718680505453
1587395405689,74.6751673464983
1587395405735,72.07616244082101
1587395405769,70.2482444475311
1587395405808,66.51151057775341
1587395405848,70.82470533450226
1587395405888,71.77234177291425
1587395405925,72.8113907897174
1587395405964,73.07173179744329
1587395406013,73.59988711280106
1587395406053,74.22734808013077
1587395406093,73.97932237057854
1587395406134,73.56260292289866
1587395406173,74.09667483664337
1587395406215,68.26510317803611
1587395406254,62.47834127826057
1587395406296,72.56501020449225
1587395406333,71.43432899608715
1587395406373,71.58856665708142
1587395406417,75.28628345673854
1587395406454,75.04638006720864
1587395406494,75.83622053498262
1587395406549,77.2224110424803
1587395406584,78.22743772252781
1587395406625,77.94175291865125
1587395406663,77.34326451300521
1587395406704,74.86934901876015
1587395406745,74.05847805729066
1587395406783,77.54152024023823
1587395406823,70.83440749519546
1587395406864,70.70764197155499
1587395406903,73.44908112739553
1587395406947,75.76764476526164
1587395406984,75.90012563866664
1587395407024,68.6638541102764
1587395407064,73.47375708432634
1587395407113,74.13520434449734
1587395407153,74.80298730651128
1587395407193,74.1860135571488
1587395407234,73.36821289718438
1587395407274,75.81765990116834
1587395407313,67.24280207631179
1587395407353,65.27696331618816
1587395407396,64.98758870315257
1587395407434,66.85576631895172
1587395407473,65.50254352463996
1587395407513,64.31747324479655
1587395407553,71.68167912478525
1587395407597,71.04471336417596
1587395407634,61.83818719022504
1587395407683,52.11011121869571
1587395407723,53.55708564690672
1587395407764,77.31393848858744
1587395407805,69.21879685794212
1587395407843,67.23246457313729
1587395407884,63.88264282952048
1587395407924,55.48326382200514
1587395407964,52.23708225780322
1587395408004,58.33250533650961
1587395408044,68.80784455224126
1587395408084,63.14166728872827
1587395408125,65.62644842663049
1587395408160,71.9165134058604
1587395408200,71.65032441253697
1587395408249,75.08703602000821
1587395408289,68.40281272001516
1587395408330,71.39242091103014
1587395408368,74.43474119829703
1587395408409,74.84128703960658
1587395408449,74.40732527030727
1587395408488,76.5094343256857
1587395408535,77.51613974950695
1587395408569,76.79756595248
1587395408610,77.21527627204087
1587395408650,76.72022893436974
1587395408688,76.33581673514223
1587395408729,76.48368822215959
1587395408779,67.73563217529582
1587395408818,68.30875200360386
1587395408859,68.38238733078106
1587395408899,66.44576719967965
1587395408938,69.65774394152776
1587395408978,71.31708079049845
1587395409018,68.04884144432879
1587395409059,74.23014983216326
1587395409098,74.27849890435579
1587395409138,73.78404018281029
1587395409180,71.43000996633359
1587395409219,74.74041044159644
1587395409259,60.877128842540486
1587395409299,61.616790887619445
1587395409348,66.51642656370811
1587395409389,66.90217447911114
1587395409430,65.99788049896691
1587395409469,71.33826509870542
1587395409509,73.52891092324818
1587395409549,72.45552060386596
1587395409589,62.74119915678134
1587395409629,59.04653247335774
1587395409669,64.27291687913338
1587395409709,76.56590005660428
1587395409750,68.0607022411725
1587395409788,66.78340246128928
1587395409831,62.89068511250369
1587395409869,61.649893256427184
1587395409919,60.31032686145272
1587395409959,66.85328042981905
1587395409998,67.95497367608976
1587395410038,65.5148374483498
1587395410079,65.08280043015087
1587395410118,68.72492507380524
1587395410160,69.11181236954724
1587395410198,73.74677636131979
1587395410239,65.64298089974142
1587395410280,67.93990013295098
1587395410320,69.41388980281349
1587395410354,70.05107357830805
1587395410396,67.84700791246806
1587395410434,73.73218857184261
1587395410484,76.07915093981535
